598;3071.0
639;2952.0
1494;2952.0
3091;2998.0
696;2998.0
4075;2801.0
1313;2877.0
20793;3138.0
610;3112.0
9667;3043.0
7053;2801.0
3804;3239.0
832;3330.0
1193;3311.0
691;3379.0
10787;2801.0
4672;2801.0
2110;3234.0
742;3010.0
2135;2707.0
0;3043.0
0;2801.0
-1;3140.0
0;3276.0
0;3071.0
0;3138.0
0;3009.0
0;3039.0
0;2707.0
0;3262.0
0;3235.0
-1;3217.0
-1;2801.0
0;3158.0
0;3343.0
0;3175.0
0;2801.0
0;2707.0
0;3244.0
0;3158.0
633;3043.0
1734;2707.0
705;3000.0
1309;2707.0
574;3249.0
4353;2801.0
2992;2707.0
1471;2998.0
3572;3043.0
2346;3010.0
662;3273.0
1063;2998.0
1066;2707.0
1533;2801.0
932;3362.0
1985;3039.0
7351;2801.0
1018;3058.0
12151;3043.0
2919;2801.0
