burma14;279;3323
burma14;305;3323
burma14;975;3323
burma14;829;3323
burma14;327;3323
burma14;1465;3323
burma14;478;3448
burma14;1297;3597
burma14;521;3448
burma14;717;3323
burma14;494;3323
burma14;283;3323
burma14;548;3323
burma14;818;3448
burma14;782;3323
burma14;700;3323
burma14;1015;3336
burma14;579;3448
burma14;421;3323
burma14;586;3323
gr17;1408;2184
gr17;868;2154
gr17;2139;2090
gr17;2643;2159
gr17;1526;2149
gr17;656;2153
gr17;1745;2184
gr17;468;2184
gr17;880;2210
gr17;1668;2085
gr17;2778;2085
gr17;755;2149
gr17;998;2085
gr17;1347;2184
gr17;537;2090
gr17;777;2184
gr17;1574;2149
gr17;579;2149
gr17;835;2149
gr17;2285;2153
gr21;1762;3071
gr21;1935;2952
gr21;3886;2952
gr21;4845;3068
gr21;2364;2998
gr21;6366;2987
gr21;4065;2877
gr21;10720;3506
gr21;3604;3112
gr21;5045;3157
gr21;5014;2803
gr21;3016;3379
gr21;4835;3330
gr21;3235;3311
gr21;2834;3379
gr21;4080;3236
gr21;4999;3150
gr21;5669;3234
gr21;2535;3010
gr21;5763;2707
gr24;10849;1387
gr24;6197;1533
gr24;2858;1366
gr24;8646;1367
gr24;6300;1410
gr24;9927;1510
gr24;3880;1553
gr24;9908;1405
gr24;2770;1598
gr24;6415;1452
gr24;9011;1405
gr24;9594;1345
gr24;7586;1342
gr24;9435;1320
gr24;4516;1497
gr24;5708;1429
gr24;4670;1695
gr24;6556;1518
gr24;6660;1298
gr24;7642;1535
bays29;8098;2213
bays29;15314;2423
bays29;15865;2544
bays29;9924;2267
bays29;8395;2565
bays29;17994;2479
bays29;17831;2354
bays29;14854;2298
bays29;8969;2293
bays29;23078;2255
bays29;13093;2324
bays29;12645;2557
bays29;16213;2214
bays29;11016;2271
bays29;15311;2575
bays29;23521;2372
bays29;20353;2559
bays29;17413;2321
bays29;24015;2440
bays29;15248;2332
bayg29;19473;1726
bayg29;10211;1809
bayg29;12107;1868
bayg29;16961;1733
bayg29;15218;1829
bayg29;19038;1743
bayg29;8807;1757
bayg29;16664;1951
bayg29;9876;1849
bayg29;18346;1745
bayg29;10162;1926
bayg29;7889;1697
bayg29;18179;1768
bayg29;8188;2015
bayg29;18889;1697
bayg29;13724;1795
bayg29;12408;2053
bayg29;29991;1799
bayg29;16689;1678
bayg29;17442;1786
