19473;1726
10211;1809
12107;1868
16961;1733
15218;1829
19038;1743
8807;1757
16664;1951
9876;1849
18346;1745
10162;1926
7889;1697
18179;1768
8188;2015
18889;1697
13724;1795
12408;2053
29991;1799
16689;1678
17442;1786
23874;1796
12484;1658
12989;1685
14642;1913
12066;1795
10214;1769
16751;1839
9484;1764
13969;1944
12303;1899
16432;1910
18484;1881
12898;1758
7770;1915
14091;1871
17342;1916
15680;1824
8289;1701
13521;2176
12907;1646
11848;1848
18234;1906
16085;1807
20534;1728
22351;1753
16616;2079
10304;2148
15390;1756
6211;1789
14744;1698
7089;1757
10494;1733
21544;1784
18154;1752
9012;2065
24544;1723
17522;1866
20512;1891
24557;1779
12011;1787
