8098;2213
15314;2423
15865;2544
9924;2267
8395;2565
17994;2479
17831;2354
14854;2298
8969;2293
23078;2255
13093;2324
12645;2557
16213;2214
11016;2271
15311;2575
23521;2372
20353;2559
17413;2321
24015;2440
15248;2332
12209;2050
5435;2269
4721;2340
13493;2345
7466;2233
7729;2424
17557;2189
21796;2265
16986;2197
4744;2559
9221;2548
10067;2349
12598;2125
11828;2325
15557;2426
16146;2480
20880;2453
14903;2317
7027;2159
24522;2276
18946;2230
11397;2587
11983;2287
6292;2409
11056;2065
11548;2384
10730;2228
12585;2500
13609;2275
10662;2410
22321;2197
18404;2558
15015;2316
18172;2647
21464;2342
11927;2263
17352;2654
15771;2386
9057;2198
23217;2476
