1762;3071
1935;2952
3886;2952
4845;3068
2364;2998
6366;2987
4065;2877
10720;3506
3604;3112
5045;3157
5014;2803
3016;3379
4835;3330
3235;3311
2834;3379
4080;3236
4999;3150
5669;3234
2535;3010
5763;2707
4028;3043
4715;2801
2756;3140
3485;3276
2241;3071
3326;3138
2553;3192
3851;3039
2861;2707
2553;3262
4552;3313
6406;3403
4917;2987
3370;3158
2416;3343
1721;3175
3697;2801
3893;3055
3632;3244
3913;3175
1782;3043
8766;2707
1972;3000
3467;2707
2002;3249
6046;3035
5846;2909
4805;2998
3694;3088
3154;3031
1874;3273
2876;2998
2762;2707
3807;2801
2578;3362
4661;3039
4214;2952
5953;3058
4048;3088
6624;2869
