10849;1387
6197;1533
2858;1366
8646;1367
6300;1410
9927;1510
3880;1553
9908;1405
2770;1598
6415;1452
9011;1405
9594;1345
7586;1342
9435;1320
4516;1497
5708;1429
4670;1695
6556;1518
6660;1298
7642;1535
8309;1328
4617;1338
4372;1581
5942;1356
8663;1456
8412;1324
5848;1335
2607;1383
5064;1359
5722;1382
3382;1401
8219;1363
8561;1395
9298;1400
9860;1388
8304;1492
4853;1382
10269;1374
5510;1336
8490;1488
3090;1603
9440;1286
5885;1469
14602;1467
3796;1382
6262;1428
7954;1326
8430;1419
9313;1390
4376;1386
3285;1366
6509;1289
5112;1374
8429;1395
8831;1471
5943;1387
8960;1522
9333;1393
8271;1534
3455;1469
